Hospital_Name (clean),Hospital Name rev 2,Country
"RS. PANTI WALUYA SAWAHAN - INDONESIA - SRI,S",RS PANTI WALUYA SAWAHAN,Indonesia
"RS. CITRA HARAPAN - INDONESIA - ISKANDAR,SPB",RS CITRA HARAPAN,Indonesia
RS. PONDOK INDAH - INDONESIA - DR HNKY,RS PONDOK INDAH,Indonesia
RS. COLUMBIA ASIA PULOMAS - INDONESIA - DAVI,COLUMBIA ASIA PULOMAS,Indonesia
"RS. ISLAM SURABAYA - INDONESIA - CHOIRINA, D",RS ISLAM SURABAYA,Indonesia
"RS. EMC CIKARANG - INDONESIA - BAGINDA, DR.",RS EMC CIKARANG,Indonesia
"RS. BUMI WARAS - INDONESIA - RINA,SPPD",RS BUMI WARAS,Indonesia
"EKA HOSPITAL BSD - INDONESIA - DR HERMAWAN,",EKA HOSPITAL BSD,Indonesia
"RS. ST.CAROLUS - INDONESIA - MARIA, DR. Sp.B",RS ST CAROLUS,Indonesia
"RS. TAMAN HARAPAN BARU - INDONESIA - DR EDI,",RS TAMAN HARAPAN BARU,Indonesia
RS. ROYAL TARUMA - INDONESIA - DR RAPLH,RS ROYAL TARUMA,Indonesia
"RS. PREMIER SURABAYA - INDONESIA - HERTANTO,",RS PREMIER SURABAYA,Indonesia
"RS. PHC SURABAYA - INDONESIA - NYIMAS MAIDA,",RS PHC SURABAYA,Indonesia
"EKA HOSPITAL BSD - INDONESIA - DR HENDRI, SP",EKA HOSPITAL BSD,Indonesia
"RS. MITRA KELUARGA TEGAL - INDONESIA - DARU,",MITRA KELUARGA TEGAL,Indonesia
"EKA HOSPITAL BSD - INDONESIA - DR DEDY, SPPD",EKA HOSPITAL BSD,Indonesia
BETHSAIDA HOSPITAL - INDONESIA - DR CHRISTIN,BETHSAIDA HOSPITAL,Indonesia
RSIA. LIMIJATI - INDONESIA - DR PAULINA SPA,RS LIMIJATI,Indonesia
EKA HOSPITAL BSD - INDONESIA - dr fany spkf,EKA HOSPITAL BSD,Indonesia
CIPUTRA HOSPITAL - INDONESIA - DR TOR,CIPUTRA HOSPITAL,Indonesia
RSIA. LIMIJATI - INDONESIA - DR FTANKI SPA,RS LIMIJATI,Indonesia
BETHSAIDA HOSPITAL - INDONESIA - DR DIPOOD,BETHSAIDA HOSPITAL,Indonesia
RS. IMMANUEL BANDUNG - INDONESIA - DR SUSANA,RS IMMANUEL BANDUNG,Indonesia
RSIA. MELINDA - INDONESIA - dr Yulia Surya K,RS MELINDA,Indonesia
RS. PREMIER SURABAYA - INDONESIA - DR WILLIA,RS PREMIER SURABAYA,Indonesia
"RS. ISLAM PURWOREJO - INDONESIA - SRI,SPA",RS ISLAM PURWOREJO,Indonesia
RSIA. LIMIJATI - INDONESIA - DR PAULINA SP B,RS LIMIJATI,Indonesia
RS. AWAL BROS PEKANBARU - INDONESIA - DR REZ,RS AWAL BROS PEKANBARU,Indonesia
"RS. TIARA BEKASI - INDONESIA - DR NENI, SPPD",RS TIARA BEKASI,Indonesia
"RS. ADVENT BANDUNG - INDONESIA - ISKANDAR,SP",RS ADVENT BANDUNG,Indonesia
RS. PANTAI INDAH KAPUK - INDONESIA - DR YUDH,RS PANTAI INDAH KAPUK,Indonesia
RS. ST.CAROLUS - INDONESIA - DR RACHMAT SPPD,RS ST CAROLUS,Indonesia
RSIA. LIMIJATI - INDONESIA - DR RADIAN SP M,RS LIMIJATI,Indonesia
RSU. BRAWIJAYA BOJONGSARI - INDONESIA - ALAM,BRAWIJAYA HOSPITAL BOJONGSARI,Indonesia
RS. MEDISTRA - INDONESIA - DR SRI SP RAD,RS MEDISTRA,Indonesia
RS. BALIMED - INDONESIA - DR,RS BALIMED,Indonesia
RS. IMMANUEL BANDUNG - INDONESIA - DR INDRA,RS IMMANUEL BANDUNG,Indonesia
"RS. ONKOLOGI - INDONESIA - FERDITA, DR.",RS ONKOLOGI,Indonesia
RSU. MELINDA 2 - INDONESIA - DR EDWADR,RSU MELINDA 2,Indonesia
RS. ONKOLOGI - INDONESIA - dr Noname,RS ONKOLOGI,Indonesia
RS. JIH (JOGJA) - INDONESIA - DR VICKA SP A,JOGJA INTERNATIONAL HOSPITAL,Indonesia
EDELWEISS HOSPITAL - INDONESIA - M IMAN. SpP,EDELWEISS HOSPITAL,Indonesia
Island Hospital - INDONESIA - DR CHIEW KEAN,ISLAND HOSPITAL MALAYSIA,Malaysia
Island Hospital - INDONESIA - DR. TEH CHEE M,ISLAND HOSPITAL MALAYSIA,Malaysia
Island Hospital - INDONESIA - DR. S.SRITHARA,ISLAND HOSPITAL MALAYSIA,Malaysia
Onco Care Cancer Centre - INDONESIA - DR WON,ONCOCARE CANCER CENTRE SINGAPORE,Singapore
Mahkota Medical Centre - INDONESIA - D GEORG,MAHKOTA MEDICAL CENTRE SDN BHD MALAYSIA,Malaysia
Island Hospital - INDONESIA - dr badrul hish,ISLAND HOSPITAL MALAYSIA,Malaysia
FARRER PARK HOSPITAL - INDONESIA - DR KAN YU,FARRER PARK HOSPITAL,Singapore
Mount Elizabeth Novena - INDONESIA - DR OOI,MOUNT ELIZABETH NOVENA HOSPITAL SINGAPORE,Singapore
Mount Elizabeth Orchard - INDONESIA - DR. JO,MOUNT ELIZABETH ORCHARD,Singapore
Mount Elizabeth Novena - INDONESIA - DR REGI,MOUNT ELIZABETH NOVENA HOSPITAL SINGAPORE,Singapore
Mount Elizabeth Orchard - INDONESIA - DR STA,MOUNT ELIZABETH ORCHARD,Singapore
FARRER PARK HOSPITAL - INDONESIA - DR AMITAB,FARRER PARK HOSPITAL,Singapore
BETHSAIDA HOSPITAL - INDONESIA - DR PETRUS S,BETHSAIDA HOSPITAL,Indonesia
Gleneagles Penang - INDONESIA - DR SATHINDRE,GLENEAGLES HOSPITAL PENANG,Malaysia
"RS. EMC ALAM SUTERA - INDONESIA - DR SULIS,",RS EMC ALAM SUTERA,Indonesia
RS. ABDI WALUYO - INDONESIA - PROF YUSUF SPS,RS ABDI WALUYO,Indonesia
RS. SATYA NEGARA - INDONESIA - ONNY.SPPD,RS SATYA NEGARA,Indonesia
RS. PONDOK INDAH - INDONESIA - DR ANWAR SPP,RS PONDOK INDAH,Indonesia
LUMA WOMENTS IMAGING CENTRE - INDONESIA - DR,LUMA WOMENS IMAGING CENTRE,Singapore
RS. AWAL BROS PEKANBARU - INDONESIA - MARLIN,RS AWAL BROS PEKANBARU,Indonesia
Gleneagles Medical Centre - INDONESIA - DR G,GLENEAGLES HOSPITAL,Singapore
"RS. PERMATA CIBUBUR - INDONESIA - IRHAMNI,SP",RS PERMATA CIBUBUR,Indonesia
MAYAPADA HOSPITAL TANGERANG - INDONESIA - AR,MAYAPADA HOSPITAL TANGERANG,Indonesia
MANDAYA ROYAL HOSPITAL PURI - INDONESIA - RO,MANDAYA ROYAL HOSPITAL,Indonesia
RS. TELOGOREJO - INDONESIA - DR EDWIN SP B,RS TELOGOREJO,Indonesia
RS. VANIA - INDONESIA - DR RACHDITHIA SP B,RS VANIA,Indonesia
RS. ATMA JAYA - INDONESIA - DR MARCELLA SP P,RS ATMA JAYA,Indonesia
"RS. PREMIER JATINEGARA - INDONESIA - KASUMM,",RS PREMIER JATINEGARA,Indonesia
SILOAM HOSPITALS SURABAYA - INDONESIA - NASI,SILOAM HOSPITAL SURABAYA,Indonesia
EKA HOSPITAL BSD - INDONESIA - DR ZULFAHDY S,EKA HOSPITAL BSD,Indonesia
MAYAPADA HOSPITAL BANDUNG - INDONESIA -,MAYAPADA HOSPITAL BANDUNG,Indonesia
RSIA. HUSADA BUNDA - INDONESIA - DR MELANY,RSIA HUSADA BUNDA,Indonesia
"TZU CHI HOSPITAL - INDONESIA - DR GRAHA, SPS",TZU CHI HOSPITAL,Indonesia
RS. ABDI WALUYO - INDONESIA - DRMARCELUS SPP,RS ABDI WALUYO,Indonesia
BETHSAIDA HOSPITAL - INDONESIA - de Edhi Hap,BETHSAIDA HOSPITAL,Indonesia
MANDAYA ROYAL HOSPITAL PURI - INDONESIA - LI,MANDAYA ROYAL HOSPITAL,Indonesia
BETHSAIDA HOSPITAL - INDONESIA - DR YUITA MA,BETHSAIDA HOSPITAL,Indonesia
"RS. ISLAM PURWOREJO - INDONESIA - WAHYU,SPB",RS ISLAM PURWOREJO,Indonesia
RS. FATIMAH SERANG - INDONESIA - DR RITA RAC,RS FATIMAH,Indonesia
RS. PERMATA MEDIKA KEBUMEN - INDONESIA - dr,RS PERMATA MEDIKA KEBUMEN,Indonesia
RS. AWAL BROS BOTANIA BATAM - INDONESIA - DR,RS AWAL BROS BOTANIA BATAM,Indonesia
RS. EMC SENTUL - INDONESIA - DR CHRISTIAN SP,RS EMC SENTUL,Indonesia
RS. KHUSUS BEDAH SS MEDIKA - INDONESIA - SUA,RS KHUSUS BEDAH SS MEDIKA,Indonesia
RS. HERMINA SUKABUMI - INDONESIA - DR RIZKIY,RS HERMINA SUKABUMI,Indonesia
"RSIA. FAMILY - INDONESIA - SAMIL,SPA",RSIA FAMILY,Indonesia
BETHSAIDA HOSPITAL - INDONESIA - DR ALBERYT,BETHSAIDA HOSPITAL,Indonesia
"RS. SARI ASIH CILEDUG - INDONESIA - PRAMI,SP",RS SARI ASIH CILEDUG,Indonesia
RS. MEGA BUANA - INDONESIA - DR ASLAN SPPD,RS MEGA BUANA,Indonesia
RS. EMC PULOMAS - INDONESIA - FT,RS EMC PULOMAS,Indonesia
RS. ST.CAROLUS - INDONESIA - DR LANI,RS ST CAROLUS,Indonesia
"RS. ROYAL TARUMA - INDONESIA - DR AGATHA, SP",RS ROYAL TARUMA,Indonesia
RS. PURI CINERE - INDONESIA - DR SPPD,RS PURI CINERE,Indonesia
RS. ABDI WALUYO - INDONESIA - DR SAMUEL SPP,RS ABDI WALUYO,Indonesia
RS. EMC PULOMAS - INDONESIA - DR SADY,RS EMC PULOMAS,Indonesia
"RS. HUSADA - INDONESIA - vonne,spa",RS HUSADA,Indonesia
"RS. COLUMBIA ASIA MEDAN - INDONESIA - ANDRE,",COLUMBIA ASIA MEDAN,Indonesia
KELUARGA SEHAT HOSPITAL - INDONESIA - DR FAR,KELUARGA SEHAT HOSPITAL,Indonesia
Mount Elizabeth Novena - INDONESIA - DR KEVI,MOUNT ELIZABETH NOVENA HOSPITAL SINGAPORE,Singapore
"RS. PANTAI INDAH KAPUK - INDONESIA - TJIE,SP",RS PANTAI INDAH KAPUK,Indonesia
RS. HERMINA GRAND WISATA - INDONESIA - FIJRI,RS HERMINA GRAND WISATA,Indonesia
RS. HUSADA - INDONESIA - DR SHIERA SEPTRIASY,RS HUSADA,Indonesia
RS. ST.CAROLUS - INDONESIA - dr Hendra Konco,RS ST CAROLUS,Indonesia
"PERSADA HOSPITAL - INDONESIA - NADINA,SPPD",PERSADA HOSPITAL,Indonesia
RS. UBAYA - INDONESIA - DR HERRY SP B,RS UBAYA,Indonesia
RS. PONDOK INDAH - INDONESIA - DR ELI,RS PONDOK INDAH,Indonesia
RSIA. CAHAYA BUNDA - INDONESIA -,RS CAHAYA BUNDA,Indonesia
CIPUTRA MITRA HOSPITAL - INDONESIA - dr husn,CIPUTRA MITRA HOSPITAL,Indonesia
RS. PONDOK INDAH - INDONESIA - DR RANI,RS PONDOK INDAH,Indonesia
"CIPUTRA HOSPITAL - INDONESIA - CHRISTIAN,SPO",CIPUTRA HOSPITAL,Indonesia
"RS. HERMINA BEKASI - INDONESIA - DR JULIA, S",RS HERMINA BEKASI,Indonesia
RS. EMC SENTUL - INDONESIA - 106151617,RS EMC SENTUL,Indonesia
RS. COLUMBIA ASIA MEDAN - INDONESIA - SYAHRI,COLUMBIA ASIA MEDAN,Indonesia
RSIA. KEMANG MEDICAL CARE - INDONESIA - ADIT,KEMANG MEDICAL CARE,Indonesia
RS. PANTAI INDAH KAPUK - INDONESIA - SAKINAH,RS PANTAI INDAH KAPUK,Indonesia
RS. GRHA KEDOYA - INDONESIA - DR MED SALIM L,RS GRHA KEDOYA,Indonesia
RSIA. ROSIVA - INDONESIA - dr diana sp a,RSIA ROSIVA,Indonesia
"RS. BRAWIJAYA SAHARJO - INDONESIA - DR NINA,",BRAWIJAYA HOSPITAL SAHARJO,Indonesia
RS. PONDOK INDAH - INDONESIA - DR AMIR SP M,RS PONDOK INDAH,Indonesia
RS. HUSADA - INDONESIA - DR MARQUEE,RS HUSADA,Indonesia
RS. JANTUNG JAKARTA - INDONESIA - DR LINA,RS JANTUNG JAKARTA,Indonesia
RS. ONKOLOGI - INDONESIA - DR LANI,RS ONKOLOGI,Indonesia
"RS. HERMINA MEKARSARI - INDONESIA - HARIS,SP",RS HERMINA MEKARSARI,Indonesia
"RS. ABDI WALUYO - INDONESIA - PRASTEYO,SPJP",RS ABDI WALUYO,Indonesia
RS. KHUSUS JANTUNG HASNA MEDIKA - INDONESIA,RS KHUSUS JANTUNG HASNA MEDIKA,Indonesia
RS. PONDOK INDAH - INDONESIA - DR PATRUS SPB,RS PONDOK INDAH,Indonesia
Sunway Medical Centre - INDONESIA - DR. WONG,SUNWAY MEDICAL CENTRE SDN BHD MALAYSIA,Malaysia
RSIA. STELLA MARIS MEDAN - INDONESIA - DR IR,RS STELLA MARIS MEDAN,Indonesia
"RS. MEDISTRA - INDONESIA - RINALDI,SPPD",RS MEDISTRA,Indonesia
RSIA. GRAND FAMILY - INDONESIA - DR CRISTIAN,RS GRAND FAMILY,Indonesia
"RS. PREMIER BINTARO - INDONESIA - ARISKA,SPP",RS PREMIER BINTARO,Indonesia
"TZU CHI HOSPITAL - INDONESIA - FANDY,SPPD",TZU CHI HOSPITAL,Indonesia
RS. KHUSUS MATA NUSANTARA - INDONESIA -,RS KHUSUS MATA NUSANTARA,Indonesia
"EKA HOSPITAL CIBUBUR - INDONESIA - ADRIANA,S",EKA HOSPITAL CIBUBUR,Indonesia
RS. ANTAM MEDIKA - INDONESIA - DR TAUFAN SP,RS ANTAM MEDIKA,Indonesia
RS. GRESTELINA - INDONESIA - DR VANRNTY,RS GRESTELINA,Indonesia
RS. GRESTELINA - INDONESIA - DR LEONARD SPPD,RS GRESTELINA,Indonesia
RS. PREMIER BINTARO - INDONESIA - DR JREMY S,RS PREMIER BINTARO,Indonesia
RS. PREMIER SURABAYA - INDONESIA - DR MOCH K,RS PREMIER SURABAYA,Indonesia
RS. MITRA KELUARGA SURABAYA - INDONESIA - DT,MITRA KELUARGA SURABAYA,Indonesia
RS. TIARA SELLA - INDONESIA - dr Siti Amanah,RS TIARA SELLA,Indonesia
RS. MITRA KELUARGA WARU - INDONESIA - DR. MU,MITRA KELUARGA WARU,Indonesia
RS. PANTI RAPIH - INDONESIA - DR BAMBANG KIS,RS PANTI RAPIH,Indonesia
RSU. ST CAROLUS SUMMARECON - INDONESIA - DR.,RSU ST CAROLUS SUMMARECON,Indonesia
RS. PREMIER BINTARO - INDONESIA - DR ANASTAS,RS PREMIER BINTARO,Indonesia
RS. PREMIER SURABAYA - INDONESIA - DR DWI,RS PREMIER SURABAYA,Indonesia
RSIA. ANDHIKA - INDONESIA - DR EFRIANTY SP A,RSIA ANDHIKA,Indonesia
RS. UBAYA - INDONESIA - DR RIZKI,RS UBAYA,Indonesia
"RS. EMC ALAM SUTERA - INDONESIA - ADINA,SPA",RS EMC ALAM SUTERA,Indonesia
RS. HERMINA KENDARI - INDONESIA - DR,RS HERMINA KENDARI,Indonesia
RS. BUNDA MARGONDA - INDONESIA - DR NAZLY SP,RS BUNDA MARGONDA,Indonesia
RS. HERMINA BEKASI - INDONESIA - DR TRIZA AR,RS HERMINA BEKASI,Indonesia
RS. PONDOK INDAH - INDONESIA - DR ASTRID SPO,RS PONDOK INDAH,Indonesia
RS. UBAYA - INDONESIA - dr herry,RS UBAYA,Indonesia
"RS. UMMI - INDONESIA - DR. AHMAD ZAENI, SP.A",RS UMMI,Indonesia
RS. PONDOK INDAH - INDONESIA - DR. M. TATANG,RS PONDOK INDAH,Indonesia
RS. BUDI MEDIKA - INDONESIA - KRISNA,RS BUDI MEDIKA,Indonesia
PRIMAYA HOSPITAL PGI CIKINI - INDONESIA - DR,PRIMAYA HOSPITAL PGI CIKINI,Indonesia
RSIA. BINA MEDIKA BINTARO - INDONESIA - DR,RSIA BINA MEDIKA BINTARO,Indonesia
RS. ISLAM FATIMAH CILACAP - INDONESIA - DR,RS ISLAM FATIMAH CILACAP,Indonesia
RSU. AISYIYAH PONOROGO - INDONESIA - DR HERL,RS AISYIYAH PONOROGO,Indonesia
RS. ROYAL TARUMA - INDONESIA - DR HENDRALI,RS ROYAL TARUMA,Indonesia
RS. ROYAL TARUMA - INDONESIA - DR HENDRADI,RS ROYAL TARUMA,Indonesia
"EKA HOSPITAL BSD - INDONESIA - NATALITA,SPA",EKA HOSPITAL BSD,Indonesia
"RS. ANNISA CIKARANG - INDONESIA - DR SILAEN,",RS ANNISA CIKARANG,Indonesia
RS. ISLAM FATIMAH CILACAP - INDONESIA -,RS ISLAM FATIMAH CILACAP,Indonesia
RS. ROYAL TARUMA - INDONESIA - DR HENDRADI K,RS ROYAL TARUMA,Indonesia
"RS. PERMATA CIREBON - INDONESIA - KUSDRAJAT,",RS PERMATA CIREBON,Indonesia
TZU CHI HOSPITAL - INDONESIA - DR HEPP TAPAN,TZU CHI HOSPITAL,Indonesia
SEMEN PADANG HOSPITAL - INDONESIA - DR ADIKA,SEMEN PADANG HOSPITAL,Indonesia
TZU CHI HOSPITAL - INDONESIA - DR FANDY,TZU CHI HOSPITAL,Indonesia
TZU CHI HOSPITAL - INDONESIA - DR CONY,TZU CHI HOSPITAL,Indonesia
TZU CHI HOSPITAL - INDONESIA - DR SETYANG,TZU CHI HOSPITAL,Indonesia
RS. PLUIT - INDONESIA - DR MIRANTY SPPD,RS PLUIT,Indonesia
RS. ANNISA CIKARANG - INDONESIA -,RS ANNISA CIKARANG,Indonesia
RS. HERMINA PEKANBARU - INDONESIA - DR DAHLE,RS HERMINA PEKANBARU,Indonesia
RS. SENTRA MEDIKA CIBINONG - INDONESIA -,RS SENTRA MEDIKA CIBINONG,Indonesia
"RS. TELOGOREJO - INDONESIA - NANAI,SPPD",RS TELOGOREJO,Indonesia
"PERSADA HOSPITAL - INDONESIA - DR LINA, SPA",PERSADA HOSPITAL,Indonesia
RS. PRIMA MEDIKA - INDONESIA - DR EKA SPA,RS PRIMA MEDIKA,Indonesia
"RS. PANTAI INDAH KAPUK - INDONESIA - ROBY,SP",RS PANTAI INDAH KAPUK,Indonesia
RS. EMC SENTUL - INDONESIA - DR MESSIA SPA,RS EMC SENTUL,Indonesia
"PERSADA HOSPITAL - INDONESIA - DR INDRA, SPJ",PERSADA HOSPITAL,Indonesia
"RS. EMC SENTUL - INDONESIA - IMELDA,SPOT",RS EMC SENTUL,Indonesia
"RS. HERMINA PALEMBANG - INDONESIA - DEWI,SPA",RS HERMINA PALEMBANG,Indonesia
RS. HUSADA - INDONESIA - dr Anastasia Loho S,RS HUSADA,Indonesia
RS. HERMINA BANYUMANIK - INDONESIA - DR NOVA,RS HERMINA BANYUMANIK,Indonesia
"RS. ONKOLOGI - INDONESIA - UGROSENO,SPPD",RS ONKOLOGI,Indonesia
RS. DR. OEN SOLO BARU - INDONESIA - DR HERRY,RS DR OEN SOLO BARU,Indonesia
RS. KANKER DHARMAIS - INDONESIA - DR RACHMAT,RS KANKER DHARMAIS,Indonesia
RS. TELOGOREJO - INDONESIA - DR ANDY SP B,RS TELOGOREJO,Indonesia
RS. PANTI WALUYA SAWAHAN - INDONESIA - NUGRO,RS PANTI WALUYA SAWAHAN,Indonesia
RS. SANTO BORROMEUS BANDUNG - INDONESIA - MO,RS ST BORROMEUS,Indonesia
RSIA. GRAND FAMILY - INDONESIA - DR CHRISTIA,RS GRAND FAMILY,Indonesia
"RS. ELIM RANTEPAO - INDONESIA - DR NOVERIO,",RSU ELIM RANTEPAO,Indonesia
"RS. PLUIT - INDONESIA - NOVIATI, DR.S p.A",RS PLUIT,Indonesia
"EKA HOSPITAL CIBUBUR - INDONESIA - CRISBETH,",EKA HOSPITAL CIBUBUR,Indonesia
RS. TEBET - INDONESIA -,RS TEBET,Indonesia
RS. PRIMA MEDIKA - INDONESIA - DR MELATI SPB,RS PRIMA MEDIKA,Indonesia
RSU. AISYIYAH PONOROGO - INDONESIA - MUHTAR,RS AISYIYAH PONOROGO,Indonesia
RS. IMMANUEL BANDUNG - INDONESIA - dr Dhea D,RS IMMANUEL BANDUNG,Indonesia
RS. TELOGOREJO - INDONESIA - DR WIJARTA,RS TELOGOREJO,Indonesia
RS. MEDISTRA - INDONESIA - DR LITA,RS MEDISTRA,Indonesia
"RS. PREMIER SURABAYA - INDONESIA - EVY,SPJP",RS PREMIER SURABAYA,Indonesia
RS. TELOGOREJO - INDONESIA - DR ADHIE,RS TELOGOREJO,Indonesia
RS. PANTI WALUYA SAWAHAN - INDONESIA - teguh,RS PANTI WALUYA SAWAHAN,Indonesia
RS. KHUSUS MATA PRIMA VISION - INDONESIA -,RS KHUSUS MATA PRIMA VISION,Indonesia
RSIA. PURI MALANG - INDONESIA - dr louisa sp,RSIA PURI MALANG,Indonesia
"RS. PERMATA PAMULANG - INDONESIA - tito,sppd",RS PERMATA PAMULANG,Indonesia
"RSIA. PARAHYANGAN - INDONESIA - NATSYA,SPPD",RSIA PARAHYANGAN,Indonesia
EKA HOSPITAL BSD - INDONESIA - DR MOCHM,EKA HOSPITAL BSD,Indonesia
EKA HOSPITAL BSD - INDONESIA - DR PATAR,EKA HOSPITAL BSD,Indonesia
"BETHSAIDA HOSPITAL - INDONESIA - DR RIKA, SP",BETHSAIDA HOSPITAL,Indonesia
"BETHSAIDA HOSPITAL - INDONESIA - DR ALDY, SP",BETHSAIDA HOSPITAL,Indonesia
RSIA. BUNDA CIPUTAT - INDONESIA - DR TANIA S,RSIA BUNDA CIPUTAT,Indonesia
RS. JIH (JOGJA) - INDONESIA - DR WINDA INTAN,JOGJA INTERNATIONAL HOSPITAL,Indonesia
RS. PREMIER SURABAYA - INDONESIA - DR UKMAN,RS PREMIER SURABAYA,Indonesia
RS. DR. ABDUL RADJAK CIBITUNG - INDONESIA -,RS ABDUL RADJAK,Indonesia
"RS. PERMATA PAMULANG - INDONESIA - hamdan,sp",RS PERMATA PAMULANG,Indonesia
"RS. HERMINA DAAN MOGOT - INDONESIA - KADIM,S",RS HERMINA DAAN MOGOT,Indonesia
EKA HOSPITAL BSD - INDONESIA - DR CHRISTOPER,EKA HOSPITAL BSD,Indonesia
RS. HERMINA BEKASI - INDONESIA - DR RANDHY S,RS HERMINA BEKASI,Indonesia
"RS. PURI CINERE - INDONESIA - DR RUSMALA, SP",RS PURI CINERE,Indonesia
RS. GRHA KEDOYA - INDONESIA - DR VICTOR SP A,RS GRHA KEDOYA,Indonesia
RS. HERMINA BANYUMANIK - INDONESIA - DR EMIJ,RS HERMINA BANYUMANIK,Indonesia
"RS. EMC ALAM SUTERA - INDONESIA - DR ANDINA,",RS EMC ALAM SUTERA,Indonesia
RS. BALIMED - INDONESIA - DR AA TRI SP A,RS BALIMED,Indonesia
"RS. GADING PLUIT - INDONESIA - DR LUSI, SPA",RS GADING PLUIT,Indonesia
"RS. MEILIA - INDONESIA - NUR,SPBS",RS MEILIA,Indonesia
"EKA HOSPITAL BSD - INDONESIA - RUDY,SPPD",EKA HOSPITAL BSD,Indonesia
RS. GADING PLUIT - INDONESIA - DR LUSZY,RS GADING PLUIT,Indonesia
RS. HERMINA BOGOR - INDONESIA - DR AJENG SP,RS HERMINA BOGOR,Indonesia
RS. MEDISTRA - INDONESIA - DR DONO,RS MEDISTRA,Indonesia
RS. UBAYA - INDONESIA - DR I GUSTI,RS UBAYA,Indonesia
RS. UBAYA - INDONESIA - DR FAIRUZ,RS UBAYA,Indonesia
BETHSAIDA HOSPITAL - INDONESIA - DR PUSPARI,BETHSAIDA HOSPITAL,Indonesia
RS. HARUM SISMA MEDIKA - INDONESIA - DR ISNA,RS HARUM SISMA MEDIKA,Indonesia
EKA HOSPITAL PEKANBARU - INDONESIA - HARYADI,EKA HOSPITAL PEKANBARU,Indonesia
RS. TELOGOREJO - INDONESIA - DR DICKIY,RS TELOGOREJO,Indonesia
BETHSAIDA HOSPITAL - INDONESIA - DR RAHMI SP,BETHSAIDA HOSPITAL,Indonesia
RS. TELOGOREJO - INDONESIA - DR LESTRIANINGS,RS TELOGOREJO,Indonesia
RS. TELOGOREJO - INDONESIA - DR AGUNG,RS TELOGOREJO,Indonesia
RS. HARUM SISMA MEDIKA - INDONESIA - DR SURY,RS HARUM SISMA MEDIKA,Indonesia
"RS. PREMIER SURABAYA - INDONESIA - HANY,SPP",RS PREMIER SURABAYA,Indonesia
SILOAM HOSPITALS SURABAYA - INDONESIA - HERI,SILOAM HOSPITAL SURABAYA,Indonesia
"RSU. KASIH IBU DENPASAR - INDONESIA - PUTRA,",RS KASIH IBU DENPASAR,Indonesia
RS. HERMINA BOGOR - INDONESIA - DR AJENG,RS HERMINA BOGOR,Indonesia
RSU. GARBA MED KEROBOKAN - INDONESIA - SASKA,RSU GARBA MED KEROBOKAN,Indonesia
RS. MEDISTRA - INDONESIA - dr Oska Mesanti S,RS MEDISTRA,Indonesia
RS. PREMIER SURABAYA - INDONESIA - DR TONY S,RS PREMIER SURABAYA,Indonesia
RS. TELOGOREJO - INDONESIA - DR EDWIN,RS TELOGOREJO,Indonesia
RS. ABDI WALUYO - INDONESIA - DR MARCHEL SPP,RS ABDI WALUYO,Indonesia
RS. PREMIER JATINEGARA - INDONESIA - DR RADE,RS PREMIER JATINEGARA,Indonesia
RS. ABDI WALUYO - INDONESIA - PROF DR YUSUF,RS ABDI WALUYO,Indonesia
RS. PREMIER SURABAYA - INDONESIA - DR SIANTY,RS PREMIER SURABAYA,Indonesia
CIPUTRA HOSPITAL - INDONESIA - dr Elisa Iska,CIPUTRA HOSPITAL,Indonesia
RS. GRHA KEDOYA - INDONESIA - DR KEN,RS GRHA KEDOYA,Indonesia
RS. ATMA JAYA - INDONESIA - DR ANDRE SPS,RS ATMA JAYA,Indonesia
CIPUTRA HOSPITAL - INDONESIA - dr HEndra Wid,CIPUTRA HOSPITAL,Indonesia
MAYAPADA HOSPITAL BANDUNG - INDONESIA - DR S,MAYAPADA HOSPITAL BANDUNG,Indonesia
EKA HOSPITAL CIBUBUR - INDONESIA - DR SPA,EKA HOSPITAL CIBUBUR,Indonesia
RS. HERMINA DAAN MOGOT - INDONESIA - FT,RS HERMINA DAAN MOGOT,Indonesia
"RS. ROYAL TARUMA - INDONESIA - MARTIN, SPS",RS ROYAL TARUMA,Indonesia
RS. AR BUNDA PRABUMULIH - INDONESIA - dr Fei,RS AR BUNDA PRABUMULIH,Indonesia
"PERSADA HOSPITAL - INDONESIA - indra,spjp",PERSADA HOSPITAL,Indonesia
"RS. MITRA KELUARGA WARU - INDONESIA - LIE,SP",MITRA KELUARGA WARU,Indonesia
RS. PERMATA CIBUBUR - INDONESIA - dr Imammi,RS PERMATA CIBUBUR,Indonesia
RS. ADI HUSADA UNDAAN WETAN - INDONESIA - GA,RS ADI HUSADA UNDAAN WETAN,Indonesia
"RS. PONDOK INDAH - INDONESIA - tatang,spa",RS PONDOK INDAH,Indonesia
RS. PREMIER SURABAYA - INDONESIA - DR SPN,RS PREMIER SURABAYA,Indonesia
"RS. KANKER DHARMAIS - INDONESIA - DR ARIF, S",RS KANKER DHARMAIS,Indonesia
RS. EMC SENTUL - INDONESIA - dr Roi Panusuan,RS EMC SENTUL,Indonesia
SILOAM HOSPITALS AGORA - INDONESIA - dr Gera,SILOAM HOSPITAL AGORA,Indonesia
RS. PONDOK INDAH - INDONESIA - PHYSIOTHERAPY,RS PONDOK INDAH,Indonesia
